result,table,_start,_stop,_time,_measurement,absorption_rate,co2_concentration,pressure,temperature
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:14.586360+00:00,co2_absorption,0.7413368553968824,9.326541715225012,1.8550134558094453,43.13389469760196
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:20.018061+00:00,co2_absorption,0.8793784595446372,6.36658403869991,2.49562600419725,58.418151962727606
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:25.452817+00:00,co2_absorption,0.8260936139947099,9.227710315222524,1.6243333898359946,56.43328510267685
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:30.888992+00:00,co2_absorption,0.9341225040348173,8.508368115476113,2.495968373163043,58.336620804885904
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:36.330682+00:00,co2_absorption,0.7596598812419206,9.498470586069127,1.976150058065334,40.251002615975594
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:41.759404+00:00,co2_absorption,0.6029969568687987,6.290085492385273,2.188939590285848,40.668536654027804
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:47.187186+00:00,co2_absorption,0.6255084000600657,7.35333192696888,2.8476793042827118,51.95485495900148
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:52.616074+00:00,co2_absorption,0.6118166099764227,5.069433206841636,2.8882210564752513,43.01329317932775
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:54:58.048534+00:00,co2_absorption,0.8797163035219393,6.257299931928991,2.827172747735742,58.0789942753079
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:03.475009+00:00,co2_absorption,0.8429496904919729,5.675945265461716,2.0566901584371675,42.083177287026864
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:08.902584+00:00,co2_absorption,0.6506672963249918,7.632007196340302,2.0964070343501495,54.20890150946248
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:14.321481+00:00,co2_absorption,0.6712930342606425,5.149306830569272,1.802881671119204,46.24480294473356
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:19.745471+00:00,co2_absorption,0.6364681321043827,9.114185532659809,2.4470312439427047,53.91788144477488
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:25.161616+00:00,co2_absorption,0.7686536406882463,9.541621306639009,2.3554224546512956,47.96442845755097
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:30.608768+00:00,co2_absorption,0.6635216675786266,9.971205826543674,2.7976566557681677,57.39663110736159
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:36.052370+00:00,co2_absorption,0.8624826253098743,5.659487210550437,2.606758354844139,47.59866762896158
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:41.478689+00:00,co2_absorption,0.6082948157468087,5.822097355959784,1.5434767037069776,52.734554041573205
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:46.901023+00:00,co2_absorption,0.9307113580381009,9.572547981785029,2.7415520498576456,47.83492770556486
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:52.406351+00:00,co2_absorption,0.6949796622293757,6.805526600413647,1.5920681979026092,46.055922968442154
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:55:57.791684+00:00,co2_absorption,0.8924037401979947,6.371976036408636,1.6810559659403488,58.01636855853886
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:03.212934+00:00,co2_absorption,0.6576496814205642,6.057252515948994,1.7853898897442968,50.98010686766331
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:08.638522+00:00,co2_absorption,0.6753053013487554,6.819497050210513,1.9022290038560148,52.529504286895424
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:14.066417+00:00,co2_absorption,0.7092849803527643,5.159880087646029,1.5775389439157148,50.13063425796885
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:19.489830+00:00,co2_absorption,0.894892232787811,9.728008534742058,2.4708148458940213,59.37730672082348
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:24.917869+00:00,co2_absorption,0.7984756457219016,9.593330190095191,2.184175005370415,41.724020416465805
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:30.351044+00:00,co2_absorption,0.8983976422933935,5.346788490275694,2.3458864390855365,43.671052726580456
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:35.778351+00:00,co2_absorption,0.8267957960729071,5.5216019735975665,2.3859239998219524,40.84592497633627
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:41.214330+00:00,co2_absorption,0.6370058967455902,6.364187770286923,2.1980186904109864,45.149741823120166
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:46.641337+00:00,co2_absorption,0.8197017479804896,9.003584450735804,2.651125777798157,40.43882057103918
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:52.060205+00:00,co2_absorption,0.6265558213737803,8.390347444371418,1.6732466046367582,54.942664621785156
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:56:57.496358+00:00,co2_absorption,0.9497462052156911,6.470487016455938,1.7369230631954968,54.86809171864847
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:02.927572+00:00,co2_absorption,0.6804320585446657,9.58042189243095,2.3335012000240765,41.8486204905378
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:08.367686+00:00,co2_absorption,0.793394410912923,7.430306156554076,2.572322158946773,41.45371619536358
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:13.795138+00:00,co2_absorption,0.6703520217136424,6.631125389754919,1.8425169847390233,59.203279784942865
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:19.218521+00:00,co2_absorption,0.6971539878697383,6.653760830436234,2.4579580720452996,57.11337191239744
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:24.643352+00:00,co2_absorption,0.8052832651981001,9.866781970236163,2.21866974543573,52.80167935805211
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:30.073738+00:00,co2_absorption,0.6154005263799782,9.343882558558782,2.0372981298707327,56.84742943601708
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:35.493045+00:00,co2_absorption,0.8229983571299861,8.65032160498301,2.293196088928254,54.890274905834225
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:40.921706+00:00,co2_absorption,0.7198376980803273,6.055137968290268,2.289785542055797,40.1224477772029
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:46.356812+00:00,co2_absorption,0.7883895980212664,5.425636396826814,2.977891976001758,45.49034074524031
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:51.785251+00:00,co2_absorption,0.7156302089959182,8.847233251575403,2.77159636773667,49.50087009892294
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:57:57.217140+00:00,co2_absorption,0.7002593847874289,9.127350619103552,1.842063214082517,49.29564175002696
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:02.652957+00:00,co2_absorption,0.7360646749715147,7.464824572822456,2.536696134644802,54.20595085524339
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:08.075322+00:00,co2_absorption,0.9268931964899063,9.775420038858929,2.4914576751762665,42.25078187467807
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:13.493883+00:00,co2_absorption,0.6227781439021333,9.706068329656972,1.6415498740974956,58.58952232319969
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:18.914597+00:00,co2_absorption,0.7832710524327504,7.769369222998969,2.2420794844010836,45.72074525253668
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:24.366191+00:00,co2_absorption,0.7098464827771558,7.391419111817426,2.1529379635008534,45.515518229621435
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:29.791602+00:00,co2_absorption,0.8787204561830172,8.221603426993116,2.62654372855384,44.29847390626143
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:35.223467+00:00,co2_absorption,0.9334524988420388,7.384620520550399,2.071349124788169,48.7124195655184
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:40.658728+00:00,co2_absorption,0.669025562303391,9.506504089961805,2.1387793842602743,41.345615349847705
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:46.077363+00:00,co2_absorption,0.7062349226384933,6.406608645473964,2.8290018434935478,57.166121883968756
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:51.505260+00:00,co2_absorption,0.6772626639711311,5.900588490076023,2.6828149707722164,56.659704135582466
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:58:56.945221+00:00,co2_absorption,0.7568351285843733,7.35916687494549,2.996748584944862,44.107510308647285
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:02.364344+00:00,co2_absorption,0.6053596728871176,6.005473569709694,2.2638482407657503,40.89090531920739
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:07.792070+00:00,co2_absorption,0.6864792483004216,7.4325691829121965,1.9839387298874915,58.562848873509026
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:13.223469+00:00,co2_absorption,0.8194969786890558,8.548489404367096,1.717006711687829,53.12528883768989
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:18.651279+00:00,co2_absorption,0.7883925657792767,8.61095455874388,2.2303885233815004,58.40048212544417
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:24.085157+00:00,co2_absorption,0.9001241603813677,8.750954411032357,2.5613259986219736,43.823942778546915
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:29.518594+00:00,co2_absorption,0.9422019370263947,7.119604730095398,2.4066563748800522,59.09319440541284
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:34.943324+00:00,co2_absorption,0.8634511209924014,8.617951316300598,2.3780633531583493,57.19304597843937
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:40.365918+00:00,co2_absorption,0.8846320894128816,8.570745488725686,1.707310240655768,59.804801999787195
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:45.795806+00:00,co2_absorption,0.9159589694290071,5.300144999420217,1.9259709119530382,52.55471470053013
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:51.233594+00:00,co2_absorption,0.8187614078637582,8.692543174356203,2.5196456436761343,52.67585115175757
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 20:59:56.666692+00:00,co2_absorption,0.8530155254231812,7.511658306325469,2.3870401237376413,46.29188341480936
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:02.093642+00:00,co2_absorption,0.794168612035344,9.17453114546883,1.768474057440057,53.404913069722134
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:07.521174+00:00,co2_absorption,0.8615321137231862,6.7355756948918275,2.800189916130136,58.812562605391484
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:12.951854+00:00,co2_absorption,0.728790383887778,9.826189089943973,1.9272211945597644,56.12120925931687
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:18.397015+00:00,co2_absorption,0.6040060877978076,9.030223086610624,2.7882237218643304,52.21307936208863
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:23.829454+00:00,co2_absorption,0.7822813150052785,9.15311094503026,2.623351065384616,46.90762567570407
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:29.265400+00:00,co2_absorption,0.6948649698047519,6.6161484153758545,2.8431255080981206,44.96523712394816
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:34.702981+00:00,co2_absorption,0.791489091077324,5.599136440465754,2.5930924889455675,43.63435895038973
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:40.126371+00:00,co2_absorption,0.7854602237951246,8.959496779354733,1.627463942851398,55.21088859369469
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:45.550929+00:00,co2_absorption,0.8853152654470378,5.098938058004141,2.3776965147077362,52.8517086469996
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:50.982788+00:00,co2_absorption,0.8534365689535075,5.829811656436581,2.262523352102225,45.031102510176986
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:00:56.410847+00:00,co2_absorption,0.8151587796301949,6.848369144906785,1.7508002593153456,54.674192096478315
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:01.842674+00:00,co2_absorption,0.8785644932991661,7.7514527550834895,1.8026251715997288,51.30247413078041
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:07.278233+00:00,co2_absorption,0.9487931405420704,6.047084820192968,1.7330297772455605,45.46519831733766
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:12.701562+00:00,co2_absorption,0.7324190000678079,6.089698204316393,1.9963882403446767,56.202176151881844
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:18.144720+00:00,co2_absorption,0.7485633146599575,5.139868808129464,1.7278398280391598,40.40751264958818
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:23.576112+00:00,co2_absorption,0.7666749599267904,9.545091169381045,2.179981044764272,40.935065835305686
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:29.011533+00:00,co2_absorption,0.6587496705837176,7.57741483692243,1.7611555025036496,57.28307677499841
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:34.451316+00:00,co2_absorption,0.6909483938868181,5.002320361117054,2.3970334332392134,54.02824698216824
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:39.870937+00:00,co2_absorption,0.787048470461643,9.882141338448083,2.239599736529362,48.227728398517975
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:45.291002+00:00,co2_absorption,0.6642287232851466,6.685637229348239,2.882908784766363,56.2578489707352
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:50.718186+00:00,co2_absorption,0.6028785395843814,7.801132759462119,1.8403988094477894,57.8638733880637
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:01:56.158161+00:00,co2_absorption,0.8765191224714868,6.426774983439328,2.1144502020083236,48.89493267989099
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:01.586313+00:00,co2_absorption,0.7974792654005418,7.097665264199578,2.7085091284644998,41.754440252385415
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:07.010282+00:00,co2_absorption,0.8498135356119566,7.506911344875828,1.9032696086254814,46.692029316960685
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:12.433007+00:00,co2_absorption,0.7788450392883844,7.195436970518287,2.3687711353382523,55.670746231458594
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:17.848784+00:00,co2_absorption,0.6684412336612203,9.056581563055744,2.235918878933883,44.17671260026977
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:23.261208+00:00,co2_absorption,0.6998629782142888,5.926735141832983,2.448308350258751,43.084768133524186
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:28.690227+00:00,co2_absorption,0.7944655284017155,5.6678376151135605,2.6762440895867883,42.90495891497678
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:34.108776+00:00,co2_absorption,0.6261512732086361,7.311061282816232,1.773837175884267,45.89422201782337
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:39.535585+00:00,co2_absorption,0.9306359525944266,9.240144554605378,2.439765405981963,59.50411444089478
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:44.962986+00:00,co2_absorption,0.68282951571065,8.499672461772509,2.5957329956101933,59.97572788543513
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:50.375708+00:00,co2_absorption,0.8908829202752055,8.777928575667584,1.8261665665803837,57.39227286278632
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:02:55.808114+00:00,co2_absorption,0.7020405625649695,9.232246680418594,2.2724686107395087,49.82853177711211
_result,0,2025-06-28 23:41:39.399094+00:00,2025-06-29 23:41:39.399094+00:00,2025-06-29 21:03:01.222847+00:00,co2_absorption,0.9395569391303114,8.384635014034512,1.702568158941881,59.84384732293495
