result,table,_start,_stop,_time,_measurement,purity_co2,purity_h2,purity_o2,tank_level_co2,tank_level_h2,tank_level_o2
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:52:42.399784+00:00,output_tanks,90.95934457122425,87.1403109919469,88.65114362428751,34.006949407973664,79.24911394783108,58.506068783773024
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:52:47.817970+00:00,output_tanks,83.2967672951324,88.28980655551089,85.70481644720189,22.181457652672822,32.33947761794479,81.33160085747292
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:52:53.235127+00:00,output_tanks,79.7865892467387,84.09669116142341,92.11695570265219,84.34997542360813,90.08893735281043,71.54247372064243
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:52:58.664270+00:00,output_tanks,90.76734196951811,89.86725725496674,92.27342486559156,94.69181737377303,71.7794164178627,64.39557398410943
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:04.093885+00:00,output_tanks,75.62215741005446,83.49727094573858,93.56033830936376,37.529736172970516,84.57130655728878,28.010160855333393
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:09.521635+00:00,output_tanks,88.04107494797516,90.47195219315255,94.99631902270544,96.08447794613551,53.927814364601794,36.93995558539812
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:14.958345+00:00,output_tanks,85.20030933316586,89.64870259160031,92.33573575979409,46.912223257169465,25.367057788241915,59.66319650466496
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:20.394483+00:00,output_tanks,79.04252702719303,84.86856271376342,90.92218124271982,87.82613342098429,87.62916554784881,38.63068293562435
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:25.830280+00:00,output_tanks,94.51411119831334,88.58014980616228,91.51064420784836,50.942535872224695,83.96167382100927,53.08355952287598
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:31.261767+00:00,output_tanks,81.36890000852675,92.51867400916036,89.07477188284292,83.36959796836724,29.54024323216,96.6429243955813
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:36.683689+00:00,output_tanks,83.5617315361453,93.31012349427168,96.02666425280714,79.0643755699389,40.958414096411495,66.71587365496067
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:42.112375+00:00,output_tanks,76.87807221942211,85.05421922698795,97.5437308251653,87.81298331548999,21.411995468676697,71.09557985153465
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:47.547356+00:00,output_tanks,77.49310956230843,86.14541492066184,87.37656409703375,74.26672868167398,38.213879974921625,76.30003046099264
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:52.978626+00:00,output_tanks,86.19234128639202,87.4253442191118,88.01134010125782,90.71244199315109,71.2178701808125,96.4466401435282
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:53:58.399673+00:00,output_tanks,89.28881179632256,81.48695565873057,97.79917247168805,90.05852042411901,69.78997181706927,69.83480627481009
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:03.826252+00:00,output_tanks,78.9403087076323,86.59525465809173,94.9937678631781,72.23315500197911,26.58779601730563,88.73951348746282
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:09.251013+00:00,output_tanks,75.5977259309157,89.6078936174101,89.01506417722362,28.425448871180848,39.39679093670199,31.706262771948694
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:14.682580+00:00,output_tanks,94.31182022234383,97.76765386711521,95.00539416245206,26.853732631968192,52.76029631972303,20.313212999520047
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:20.117649+00:00,output_tanks,91.24570721485966,90.58782921521832,88.7521225934214,23.163185682538597,55.13269552586594,21.53737420644429
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:25.549685+00:00,output_tanks,81.75047765247643,83.21073533852818,89.43084581528642,24.923649823361778,90.36803086615537,30.660717417118903
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:30.988534+00:00,output_tanks,85.77655448539026,93.10851983673925,88.09020289302211,40.354955860994465,78.52800800411909,64.56241257285505
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:36.425979+00:00,output_tanks,88.43054023201715,97.80976056758975,87.77617774490757,20.046219084883752,56.0695967346676,88.65907287780661
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:41.851508+00:00,output_tanks,94.60218506389782,80.96409970261134,91.84390263255918,77.23291342125258,41.041911466226566,32.14137906389065
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:47.281129+00:00,output_tanks,89.04376120512711,91.10673398393213,90.53729487286827,98.7903938386059,84.07323971362393,71.99410305354147
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:52.712222+00:00,output_tanks,83.29044471035348,91.37249779344435,89.96239875873295,96.60804351672613,36.91102804289281,49.701122423391354
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:54:58.147714+00:00,output_tanks,91.753409879981,92.76684400621589,89.02997678105504,97.59641797449267,46.455237048628106,21.87990174203162
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:03.570112+00:00,output_tanks,88.34079451889706,82.74476003393202,98.83368273576424,62.2974955299389,42.18658581008037,38.2450558973196
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:08.998258+00:00,output_tanks,82.20497830687498,81.59425564232318,98.7219213819194,54.63587388373728,95.1679301175367,40.74198696642355
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:14.416542+00:00,output_tanks,81.79069376046255,86.63876466517523,87.20441054497053,69.71137584903774,73.54401771605094,35.40748530481167
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:19.838026+00:00,output_tanks,89.69665615697942,90.6261939583176,92.1206152473252,36.077516331651765,77.02755948355501,50.635682773165904
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:25.258019+00:00,output_tanks,90.41716462210314,85.16996116819993,94.52321429418656,39.087814309430314,78.43995966985064,92.44312842212003
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:30.702426+00:00,output_tanks,91.01734952816385,85.19273455762298,87.69855847868507,20.79530354278755,49.56506361236364,88.06335000134531
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:36.141412+00:00,output_tanks,94.7296857053687,92.67018040073289,94.64727681808577,89.2741894990422,42.763819747399516,63.97492346329069
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:41.568445+00:00,output_tanks,91.94819720327646,81.21296036448973,87.0593098165839,88.26541804361555,23.799231147532353,59.1261589696835
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:46.997423+00:00,output_tanks,80.16271089759022,93.10554493598242,93.1515104322023,79.24173247698545,21.40714131970885,26.016250279366282
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:52.455690+00:00,output_tanks,78.14595625922333,81.09495559944095,89.35000386614398,88.55605494484838,53.00282155757445,39.04206181262988
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:55:57.886465+00:00,output_tanks,91.44282655708591,85.09678302748233,90.31587553169685,47.14362896273058,78.94217271691986,93.56578670083397
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:03.302928+00:00,output_tanks,77.64319899913451,81.24011296411813,97.25513115230856,66.55479551412392,36.84389131489293,30.625999586051336
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:08.730747+00:00,output_tanks,77.88080124218402,90.97386708652856,92.06600151103395,26.20470594200654,51.84614707518031,83.87439642050704
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:14.163446+00:00,output_tanks,90.66800164142313,94.19836950006977,88.27040631665193,76.49093842838747,95.47844606922474,56.831061434619755
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:19.582561+00:00,output_tanks,90.86250814755947,94.0199844871782,86.31981184897843,32.97002419446293,64.19479005587158,44.597188050308546
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:25.013352+00:00,output_tanks,88.89879948559555,92.9743806337105,91.17908839459703,93.3247905227923,20.07514355720195,28.957412975850865
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:30.445020+00:00,output_tanks,91.43361637808857,83.68388641037956,91.24509589032303,93.96883698496313,32.74691085462396,44.153055558844876
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:35.872839+00:00,output_tanks,90.41233661173021,97.397520393089,91.91628539232194,28.80955847202248,65.58254205657454,98.48760923101617
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:41.309915+00:00,output_tanks,79.18387289223806,95.05323625204291,96.27070885624373,46.97550772381647,98.58058995952368,46.606539085437824
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:46.732801+00:00,output_tanks,84.16273721011525,94.03512456692502,92.3715574605008,33.148965167696865,77.85792076979062,27.93000451542912
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:52.156073+00:00,output_tanks,80.07739278595075,81.80228369755396,95.12447087841471,89.58945306977253,62.61018135778415,21.232475657117575
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:56:57.592694+00:00,output_tanks,77.47787672871638,93.76204838282246,96.728707232594,71.43672551904712,60.79326845796193,69.11569272503164
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:03.024218+00:00,output_tanks,77.36548433682239,93.28925070375993,90.1081146290633,73.79445715808002,64.70313387512873,86.89597348109308
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:08.463012+00:00,output_tanks,93.46989675509275,88.04471675345853,94.06075221573823,24.768126888506092,56.91855025336436,41.63567871248748
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:13.891230+00:00,output_tanks,77.00878574121745,84.59678353284261,87.9083043001713,56.848695233930265,72.4699071881901,44.64253528631658
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:19.315178+00:00,output_tanks,80.07533336679874,93.47161101213257,91.52628379508928,62.14185785598264,48.572991926957144,65.70831971373676
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:24.737433+00:00,output_tanks,77.05040606833217,88.64825933803336,94.15274197789157,29.09583333605412,35.34674565538452,32.56166332632234
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:30.165028+00:00,output_tanks,90.89664503723668,82.78064839526068,96.70809727603742,33.125588210760995,29.591694613682744,73.52514081749219
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:35.585244+00:00,output_tanks,83.5336200616888,88.25552923814926,96.71649777875226,76.31708858405938,82.11757934692614,82.3179033656026
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:41.020488+00:00,output_tanks,92.04496693645856,80.84755490211003,93.87026113931913,61.187490956418515,80.65943363274546,95.71734607374194
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:46.453104+00:00,output_tanks,85.10528855436758,93.72958117003606,93.56135348235004,25.248280470042303,47.79148448830113,48.43583180750198
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:51.880950+00:00,output_tanks,82.0651238950368,92.76641019620764,92.68889065397853,57.26311172782718,23.641555449004183,52.27365050699392
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:57:57.312745+00:00,output_tanks,94.62147677751412,86.16731504140598,88.85050836078995,93.31199507785703,54.63307198109693,32.54379356297723
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:02.748762+00:00,output_tanks,91.15947717764803,94.16740254872633,94.56266923844902,21.826905421725648,93.79456183495536,92.61078172619305
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:08.166472+00:00,output_tanks,78.7500572299258,86.51907152594146,98.45151297737479,30.973425630320772,61.46939459643715,64.28940197259293
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:13.587177+00:00,output_tanks,94.80634292846523,84.6827867556481,90.11023235087646,66.76519669657151,73.08302115435158,93.43945647719528
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:19.010939+00:00,output_tanks,77.55423047194867,92.04192122426844,97.8684046922036,98.39967872634612,41.39043604834238,77.2326222995155
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:24.455156+00:00,output_tanks,89.3722598876717,86.55595237304205,94.95964935118346,55.90931460014998,27.645265067381626,60.39685890237048
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:29.886278+00:00,output_tanks,78.92567316114469,96.85289493553822,86.30785104010681,98.0153916230749,69.96302345897269,29.352771040391524
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:35.318180+00:00,output_tanks,83.20741913583717,83.99721574824018,91.72575868557576,23.8718794892932,76.71524653779579,41.11935654310307
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:40.753614+00:00,output_tanks,80.44378023879042,87.79662346755573,87.57324136277055,76.75056916745473,66.60506181634787,24.61326723785585
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:46.171665+00:00,output_tanks,85.60724606103449,91.50561610688082,88.3535877727918,41.16760288194125,94.72303407911394,74.21708991717185
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:51.602888+00:00,output_tanks,87.62789055656333,91.1821084012117,92.42017200171493,29.230563578926684,81.8548208828653,83.5733431283181
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:58:57.039805+00:00,output_tanks,93.71758986736161,91.46337440965898,85.61348234157036,88.9544138211082,57.52189043389131,79.13175357151425
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:02.459798+00:00,output_tanks,86.04405864447222,94.0408856047685,92.22501234390576,68.42180260607688,45.82227745270161,93.06143685872456
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:07.887815+00:00,output_tanks,79.07142588240056,86.30412232224566,90.5136897538001,54.821279729692435,64.18405120440696,28.865568365568883
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:13.315587+00:00,output_tanks,89.44027521015714,96.70283060039472,89.21605957200356,46.94492077289233,73.31907413228727,30.739449844202163
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:18.747937+00:00,output_tanks,81.94130771688073,97.30951644620798,92.83579673770032,31.381926635952027,52.13079810807828,25.015986017399765
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:24.179925+00:00,output_tanks,80.64365148089465,96.02137899557948,88.84037445204142,48.174739514368696,56.30564562681457,56.248335591281
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:29.607003+00:00,output_tanks,88.56657619522453,94.75043927806834,94.17545585727436,98.28361539803608,35.72178689979957,23.18540869564533
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:35.039352+00:00,output_tanks,84.50976394902958,86.08965358056454,93.55174921700228,48.60020522713739,49.21381313827143,65.32489182693828
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:40.457401+00:00,output_tanks,79.91254549185655,80.5882574181632,90.1449058378936,89.0981076146492,49.293266129372356,88.96312507266481
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:45.885985+00:00,output_tanks,80.93630685406686,82.29991653192037,92.02387843973693,49.21694213784291,51.20467194962299,80.60713830182496
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:51.329012+00:00,output_tanks,83.16745083634414,92.18609178537925,96.73127239612181,22.72911908722115,41.617806300093825,38.26220025074686
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 20:59:56.760459+00:00,output_tanks,88.55647000213332,95.21875425589215,85.83432408780888,71.92144357241585,99.02768421885588,94.19182964307782
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:02.189192+00:00,output_tanks,87.0799425715139,92.25075383310963,98.03712448144046,65.72101839315657,74.71863114630797,78.5347041904447
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:07.616445+00:00,output_tanks,89.56184922629058,94.05394306942587,96.40259980321412,35.458348917280986,62.72960418333931,62.47860568654576
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:13.040125+00:00,output_tanks,90.64936497175223,96.33457334076016,96.14374856719067,96.80914667271142,72.56519951352479,91.08628195440951
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:18.492011+00:00,output_tanks,77.25919441869765,81.92254219028365,86.58388435408686,57.9698538908807,29.549459039998673,45.98257807905042
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:23.919024+00:00,output_tanks,86.12418450724871,95.02810218907238,98.00711437025768,98.50067984144411,21.570341544928617,87.67447693640418
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:29.359324+00:00,output_tanks,79.79100487639367,84.70276530335532,95.61345663912128,95.50348118625297,54.4898586423018,34.17183112245185
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:34.794796+00:00,output_tanks,75.57453309949526,84.19274901791624,97.40572435770785,42.91293772373719,65.56335053084766,52.11777043888601
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:40.218244+00:00,output_tanks,75.1717179644614,97.86985069873815,92.31923268075656,87.46425010105165,37.459114766564355,69.48406414915021
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:45.646825+00:00,output_tanks,85.95071613458374,85.31428525710987,85.49202688438456,86.38783496656853,55.651039070984545,20.956875477003845
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:51.077746+00:00,output_tanks,80.4848256870729,95.21937533692432,90.1579983544705,41.14840917900474,58.73192601762911,84.10583787228303
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:00:56.506863+00:00,output_tanks,89.78991014198999,92.9168136548,85.41190475997932,54.515620571628006,51.36254120980613,40.964743102138
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:01.937971+00:00,output_tanks,91.27345060579066,84.89640577693892,91.2709406711036,84.13787320204737,33.063032972761455,80.00591405614648
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:07.372672+00:00,output_tanks,87.8338789349776,87.58959379249556,93.23222986764154,43.99043319851509,32.03792088192297,93.31823441076682
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:12.796955+00:00,output_tanks,89.01829740490875,84.76858473688793,94.65559865909226,32.47434593397858,76.20692557073218,94.02262839589102
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:18.241619+00:00,output_tanks,83.28731267829747,81.66576474172619,91.77591682030392,61.218840262830405,71.28982035286782,59.89654750746472
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:23.672529+00:00,output_tanks,77.27067160041335,85.20248753223338,94.81377781974295,48.4220144709921,78.717699398928,55.722462764312965
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:29.099582+00:00,output_tanks,83.04188933905446,96.58604773127205,91.9461066842712,23.979443251889585,39.39345182786348,66.86964950508305
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:34.538922+00:00,output_tanks,91.80944204729214,95.98471065067262,91.25581378190657,89.81204994085256,30.368491152578816,44.786910789246164
_result,0,2025-06-28 23:41:39.622372+00:00,2025-06-29 23:41:39.622372+00:00,2025-06-29 21:01:39.961983+00:00,output_tanks,86.40144630072984,83.34039182740128,87.56934841678431,37.211588652008906,79.50219859947845,90.4550565507108
