result,table,_start,_stop,_time,_measurement,unit,air_efficiency,intake_rpm,output_rpm,pressure,temperature,vibration
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:12:04.944960+00:00,air_intake,intake_5,83.6147360768862,1265.2405732431714,1366.5603560789853,1.7272996305596353,25.57700542810636,1.1019342795328324
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:12:04.991988+00:00,air_intake,intake_6,86.311561591545,1368.867726476498,1243.4097856435255,1.2182293384358838,38.64763812945786,0.1028616665212137
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:15.191962+00:00,air_intake,intake_1,78.0887596051299,1405.158905210069,1133.7933262542422,1.8202599432422932,31.254843777622156,0.16054442326885604
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:15.231247+00:00,air_intake,intake_2,70.42767763764328,1337.537009420103,1199.0127179526837,1.2608314262106497,28.933762238607468,0.5690665914580962
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:15.275510+00:00,air_intake,intake_3,93.17647890590865,1410.534317029843,1441.3879333711898,1.5381617206212885,29.22089255284881,1.0173209492751496
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:15.319552+00:00,air_intake,intake_4,89.18245532950345,1358.1892781629538,1431.2231434828227,1.0766915002993391,31.074642379262933,1.0233694453501554
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:15.363746+00:00,air_intake,intake_5,96.7225380981155,1413.8460930767872,1157.2422187630673,1.3633123368072126,33.34668553290244,1.098796279539694
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:15.407399+00:00,air_intake,intake_6,76.31095661120763,1255.3804373318605,1265.9370524042283,1.52664974537407,34.827415206038786,0.6390304820953887
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:20.612284+00:00,air_intake,intake_1,89.86864746981482,1314.6185449284826,1101.152480629519,1.4537959132766232,27.005042055774915,1.454865963245203
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:20.661322+00:00,air_intake,intake_2,85.50294702010358,1332.4064914100898,1437.0392571572172,1.7878860902869391,37.93754874588211,0.36928660894154974
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:20.707208+00:00,air_intake,intake_3,84.85051551014361,1254.462984603499,1274.724779521315,1.7146622360166819,35.22290646429685,0.4592461225240626
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:20.753934+00:00,air_intake,intake_4,92.1765495756185,1497.4231904305625,1251.8767701589597,1.5318560719668177,37.90399111835271,1.457237157155077
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:20.799471+00:00,air_intake,intake_5,78.54746814611758,1362.2145376100757,1106.8263640782677,1.4367409740166224,30.130081158074265,1.4620295563538959
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:20.842959+00:00,air_intake,intake_6,75.37311475225205,1355.830249609104,1398.5645042573751,1.92700211801284,36.14526738846672,1.362728494736381
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:26.027916+00:00,air_intake,intake_1,94.5978418707572,1439.1776246473705,1195.6309199609173,1.8047472822185746,34.638215865362255,0.7587037932925207
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:26.077765+00:00,air_intake,intake_2,84.59542554376019,1205.4831692798357,1259.5939153589723,1.7273788237501175,35.793121251133634,1.0526560616031064
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:26.123660+00:00,air_intake,intake_3,77.28370724064823,1342.6839399007752,1238.459579394839,1.3432309987978648,38.201271827884625,1.4853733785692222
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:26.171807+00:00,air_intake,intake_4,74.28947220614866,1480.0115111883254,1189.3437910745893,1.4034178850533343,33.899162313710285,0.6699887081763177
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:26.219815+00:00,air_intake,intake_5,83.16341031723593,1240.3572747536,1407.6204788662283,1.5849064254934384,36.64537874079229,1.304754430571384
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:26.268070+00:00,air_intake,intake_6,79.63578961130605,1311.8800812069262,1310.2697163314945,1.2114936303622823,26.511770457384383,1.0105673835901208
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:31.459014+00:00,air_intake,intake_1,99.53513191259273,1362.3717481781173,1186.0892370255617,1.9428481755518987,32.33852111622351,0.9010971900185184
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:31.507699+00:00,air_intake,intake_2,84.94425541692662,1268.1464635375776,1430.6390380038715,1.7410966122342801,27.79727552049612,0.8257874240388581
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:31.555551+00:00,air_intake,intake_3,88.56887575525403,1263.9285792822807,1133.2340476562392,1.1052181445501459,37.91133649116375,0.9605879511606382
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:31.603314+00:00,air_intake,intake_4,95.04041096011886,1475.8553079148496,1396.0493642938968,1.1550649317490536,38.546267286867774,1.2420596914015618
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:31.651018+00:00,air_intake,intake_5,90.52140225806428,1291.1300687058863,1200.6036104252369,1.050408567111385,34.446749578783184,0.38990743507551884
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:31.699354+00:00,air_intake,intake_6,89.65082848411232,1472.1408560802001,1421.288260256355,1.3407212850483572,34.48904351548835,0.7045742396116453
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:36.891315+00:00,air_intake,intake_1,89.84321987266173,1395.2902912690258,1309.3577791936732,1.3321943199453,33.36275517570975,0.3426385088390995
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:36.938483+00:00,air_intake,intake_2,72.71165291452965,1250.329376391793,1107.9261822449216,1.2386090713563958,27.556069185717554,0.9347113465686347
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:36.987089+00:00,air_intake,intake_3,90.17266122776697,1375.2356297857457,1171.3103288252253,1.8222277952297126,26.37826003777693,1.0433241293742093
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:37.034374+00:00,air_intake,intake_4,76.89996483635643,1487.4931962250857,1311.68668574493,1.7789836408167181,30.178502153157297,0.9902084205708303
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:37.082462+00:00,air_intake,intake_5,92.76346050274833,1296.4797035287297,1317.823859898303,1.0282154778796713,37.18691938433911,0.35094702932846933
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:37.134739+00:00,air_intake,intake_6,87.31122037150455,1360.0645793293456,1299.9323703766152,1.8191995288555973,37.80922336106457,0.3688330273200998
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:42.327479+00:00,air_intake,intake_1,71.53298128654312,1229.3876016435845,1148.8956465701026,1.525755612148794,28.89399526231923,0.9708658722123984
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:42.377238+00:00,air_intake,intake_2,93.31009516740306,1327.3034377981814,1347.6129445847519,1.7369025233324313,27.73979239958096,1.2045940765281604
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:42.423870+00:00,air_intake,intake_3,95.46804434886562,1259.0754551441923,1150.4394507459174,1.7860717019782766,29.60794841193497,0.6670427695154746
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:42.471972+00:00,air_intake,intake_4,98.97891826638114,1419.546055962724,1385.4036973395685,1.5324941622938915,29.593797567556745,1.3218291038507444
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:42.518677+00:00,air_intake,intake_5,97.45055267099039,1275.989728959145,1364.3465951422645,1.8433210869182426,36.145902570134346,0.6982153034489137
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:42.566609+00:00,air_intake,intake_6,99.6785644332493,1310.3824682915415,1290.093279357867,1.6338025835240133,33.907364781315664,0.8950357575606517
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:47.759492+00:00,air_intake,intake_1,77.67457542085648,1373.2398354770808,1154.7574761524031,1.7896146382790226,37.41578858695787,1.1740524524154112
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:47.811952+00:00,air_intake,intake_2,75.58583663965439,1244.4936715063802,1225.509629316846,1.2023754237788444,31.13737347047617,1.4685202132287234
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:47.860162+00:00,air_intake,intake_3,85.72997817749349,1272.150995551354,1130.863534271446,1.4811211156949324,38.23098442118079,1.4277684810735003
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:47.908799+00:00,air_intake,intake_4,98.87135436516283,1282.0746509972946,1188.881966349764,1.9108391092034285,26.559735752656003,0.14186781658971598
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:47.957558+00:00,air_intake,intake_5,78.01942765671055,1330.3902792903593,1316.0482217787794,1.2793975280109948,28.637202214942437,0.8975429672466494
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:48.002105+00:00,air_intake,intake_6,89.93784760131908,1246.3208130098415,1125.2009333377048,1.6085134650858581,33.91551411834585,1.1119728036470284
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:53.198618+00:00,air_intake,intake_1,76.87785566618452,1232.266113510877,1429.116676713815,1.5622497134240363,38.10176456960681,0.7088095063576334
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:53.246027+00:00,air_intake,intake_2,94.1982102988475,1478.5323165855834,1208.7976547317683,1.076622865127057,28.81735395878006,0.7120058102985914
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:53.293107+00:00,air_intake,intake_3,98.2006663332885,1478.3899976713615,1437.3837287178997,1.6394875024005702,27.26923729006774,0.7933114683438844
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:53.341634+00:00,air_intake,intake_4,79.51082780892747,1283.427294644632,1300.6487703860032,1.5241962700689493,33.291116549354115,1.0459139988218205
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:53.389086+00:00,air_intake,intake_5,85.60113441389394,1230.8962009909246,1179.3791249659637,1.8643869758894962,26.82716886605804,1.2841950736423156
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:53.433659+00:00,air_intake,intake_6,95.84584883629583,1236.5525016168012,1169.979930457007,1.2223899132500184,37.57781923396905,0.12097387527212795
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:58.617670+00:00,air_intake,intake_1,75.95211844196325,1247.9728786662995,1402.6670586360874,1.2580205304694245,38.7855195762186,0.3993586268946171
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:58.667580+00:00,air_intake,intake_2,80.78436783331492,1383.072540739968,1441.8768874512211,1.830131902121118,30.180406755203848,0.3942868171482574
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:58.713967+00:00,air_intake,intake_3,88.07643468125438,1375.962628689708,1258.666598370706,1.9720549459686834,35.40105541302826,1.1067367119751128
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:58.761628+00:00,air_intake,intake_4,91.24766303558378,1259.7264873770546,1165.108698152327,1.5311770052195688,36.39937508360059,0.4660401904018493
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:58.808335+00:00,air_intake,intake_5,70.2221246778916,1442.0576169965232,1170.828789370587,1.3282710487838565,28.82778776577807,0.6700715397205992
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:51:58.853238+00:00,air_intake,intake_6,92.38447720181702,1458.540791750924,1109.004142568547,1.632483570461813,25.40973801353586,0.6049433944420096
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:04.046888+00:00,air_intake,intake_1,77.7087864859754,1226.6096623923618,1425.0602458663438,1.4393899274620745,28.971429747923338,0.7554646548848423
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:04.092577+00:00,air_intake,intake_2,89.17355092554075,1441.375368161893,1168.6577401712425,1.6629052238606556,37.11101576471275,0.6796279932334293
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:04.136825+00:00,air_intake,intake_3,70.28465569774121,1302.6693597425337,1162.4379642879437,1.5568724245535335,25.506938992212753,0.9192385288986042
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:04.181315+00:00,air_intake,intake_4,94.83669053804323,1449.127373578692,1230.9931842645292,1.3589961091390594,30.67604082680614,0.3849100901765937
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:04.229699+00:00,air_intake,intake_5,75.3234082554844,1374.6888292407814,1420.5487250194535,1.9895798984272237,25.711284293673927,0.7870188155943493
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:04.276839+00:00,air_intake,intake_6,73.39165954949449,1484.0861322358753,1178.9016430114423,1.7560708194925096,36.462836232827726,0.6396183077315217
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:09.466336+00:00,air_intake,intake_1,70.64951142239663,1360.8924548357786,1187.0234626118968,1.5455101941355396,27.722062020955278,1.0220786665566117
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:09.514241+00:00,air_intake,intake_2,80.7619625361219,1269.2363428057097,1381.998167898329,1.0720621168256557,31.71255900549545,0.5737342875799191
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:09.561699+00:00,air_intake,intake_3,86.83997880185925,1313.6936559330757,1314.7028946480386,1.6343498133888925,31.281412365430043,0.4357832179684328
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:09.609375+00:00,air_intake,intake_4,80.8391964261762,1372.1863158325918,1343.7150702411873,1.9666884374980804,29.02978165956693,0.536686807293181
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:09.657966+00:00,air_intake,intake_5,72.25867221765775,1296.7525235935777,1306.9685435366887,1.493711940744818,27.452081808785,1.172633920372546
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:09.708339+00:00,air_intake,intake_6,70.4810259454053,1480.8415893872093,1201.351831271221,1.778116336677728,25.75452017118574,0.7704934741429914
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:14.897658+00:00,air_intake,intake_1,75.71544130310255,1211.856346414724,1271.07736548765,1.8676785955817352,25.39792506550264,1.35054286092853
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:14.947265+00:00,air_intake,intake_2,78.04943429045372,1326.388610762652,1444.899539403054,1.910677329623007,27.021470997669873,1.368792858167837
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:15.000459+00:00,air_intake,intake_3,70.55577625056009,1479.4845473894159,1357.4826902500006,1.4590682845472527,33.8872654215773,0.2429753125111426
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:15.048798+00:00,air_intake,intake_4,86.23259542754099,1424.9766031731717,1298.501484747334,1.6439445967447097,31.893271862568017,1.4871183351128112
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:15.097571+00:00,air_intake,intake_5,91.90616582655136,1239.7834335904765,1330.4394732127746,1.5781197549841934,29.367951592706763,1.344213343902683
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:15.145984+00:00,air_intake,intake_6,86.30074385976036,1226.5539633612393,1243.269510406298,1.2026271740301144,34.951960151780156,0.6137325792272429
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:20.336844+00:00,air_intake,intake_1,71.47615570507854,1444.630786457401,1236.1861932844845,1.9902672488383646,31.306510057953695,1.2572542603691248
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:20.383556+00:00,air_intake,intake_2,92.3221511505365,1270.0951301085388,1295.8758902360214,1.5760765959989713,31.04849825885737,0.6181877303287849
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:20.428763+00:00,air_intake,intake_3,97.51613910852834,1457.7824682322012,1219.9108239581942,1.211106029404292,36.29341142068981,1.0870410040052996
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:20.476884+00:00,air_intake,intake_4,76.56998684601461,1435.276229552219,1239.5312678987,1.852837086037122,35.731726786648984,0.2403716438745013
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:20.526614+00:00,air_intake,intake_5,71.1616133401219,1470.3042957285584,1217.188174659958,1.186772170329549,36.69590454692071,0.31446107239541937
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:20.573498+00:00,air_intake,intake_6,85.22815392298187,1380.6165086007172,1279.8961908547005,1.679315108599997,28.399300149766272,1.3575473810086767
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:25.765358+00:00,air_intake,intake_1,78.21344111962325,1322.7738870449286,1145.9016246585688,1.4898885032231708,36.65082232204335,1.2033566727263858
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:25.814191+00:00,air_intake,intake_2,85.59446866772802,1280.8502212850044,1321.7861751992002,1.212753464939175,36.8024973479011,1.1162084582846876
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:25.861584+00:00,air_intake,intake_3,98.13189479157575,1417.4474360628292,1257.9522327208242,1.9245296004515904,36.18840410811987,1.4976208224907186
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:25.909097+00:00,air_intake,intake_4,90.0571029690237,1314.6522549410474,1406.4241240267716,1.8924918720488817,38.702433902168565,0.9295673252151534
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:25.956876+00:00,air_intake,intake_5,86.42207303832284,1247.0290569434317,1204.0539836644684,1.0488328971178729,32.58316894606843,1.3613609214032747
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:26.005275+00:00,air_intake,intake_6,71.69196948326376,1394.6809093097418,1267.9614721591447,1.7873974623181041,25.83049909551499,0.45045784931029587
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:31.200648+00:00,air_intake,intake_1,97.77411877864216,1404.568456757788,1353.8868998843304,1.1234396585775808,33.40447154188177,0.6152120309158998
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:31.247667+00:00,air_intake,intake_2,89.16152261387765,1454.0934744866822,1238.3001386634194,1.3195004301260231,37.39683008927962,0.4914025967727492
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:31.296539+00:00,air_intake,intake_3,77.76472969244973,1468.822927240036,1154.1049745653067,1.8833055766189783,27.135632889494456,0.23316647591650685
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:31.344991+00:00,air_intake,intake_4,82.65970964824527,1419.074133530596,1211.339549644237,1.4060926416663215,39.67906213829411,0.7677953243315745
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:31.392151+00:00,air_intake,intake_5,83.9970535084127,1282.2548114221436,1420.4931471312616,1.0556227110731173,38.92281930657475,1.301217995854016
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:31.439542+00:00,air_intake,intake_6,97.44199580178102,1322.1391739833387,1426.6953107398583,1.0277981707218404,25.029138772012406,0.2965952303631041
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:36.633213+00:00,air_intake,intake_1,81.91915510236721,1269.1011474953393,1193.5350510239748,1.755091903553791,39.97012978336621,0.4796623714418815
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:36.679632+00:00,air_intake,intake_2,93.7696938214401,1416.0542906818093,1281.3146446432015,1.8435985848643206,27.305472618004814,1.404861772315644
_result,2,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:36.726502+00:00,air_intake,intake_3,71.69762862796819,1486.9535234762243,1275.6282497167415,1.088946175509559,28.716486702461292,1.1744926839836136
_result,3,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:36.729726+00:00,air_intake,intake_4,92.37817141311135,1455.204707522813,1222.0022091554779,1.4645242411878847,35.022444521605735,0.42981762004127944
_result,4,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:36.775408+00:00,air_intake,intake_5,88.1892299093671,1249.6498923569145,1212.4480843837105,1.3587995843253937,39.39612197519125,0.5188779334314857
_result,5,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:36.823550+00:00,air_intake,intake_6,89.76261044099711,1450.9306617731056,1284.3174690019582,1.0334024948990663,27.397741976899063,0.3400975975582196
_result,0,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:42.015717+00:00,air_intake,intake_1,88.22138773281267,1315.7475776856184,1150.9761028395576,1.8670543178586387,33.23020255978682,0.18471308456411598
_result,1,2025-06-28 23:41:38.999247+00:00,2025-06-29 23:41:38.999247+00:00,2025-06-29 20:52:42.063859+00:00,air_intake,intake_2,88.7557232892479,1380.3576444673627,1404.8574010227303,1.3637163869490456,27.30263194700737,0.6863886477734535
